1,0,1627720006
2,0,1627720006
3,2,1627720006
4,2,1627720006
6,2,1627720006
9,2,1627720006
10,2,1627720006
11,2,1627720006
12,2,1627720006
13,2,1627720006
14,2,1627720006
15,2,1627720006
16,2,1627720006
17,2,1627720006
18,2,1627720006
20,2,1627720006
21,2,1627720006
22,2,1627720006
23,2,1627720006
24,2,1627720006
25,2,1627720006
26,2,1627720006
27,2,1627720006
28,2,1627720006
29,2,1627720006
30,2,1627720006
31,2,1627720006
32,2,1627720006
79,2,1627720006
80,2,1627720006
81,2,1627720006
82,2,1627720006
83,2,1627720006
84,2,1627720006
85,2,1627720006
86,2,1627720006
87,2,1627720006
89,2,1627720006
91,2,1627720006
92,2,1627720006
94,2,1627720006
95,2,1627720007
96,2,1627720007
97,2,1627720007
98,2,1627720007
100,2,1627720007
102,2,1627720007
111,2,1627720007
115,2,1627720007
116,2,1627720007
121,2,1627720007
122,2,1627720007
123,2,1627720007
146,2,1627720008
213,2,1627720008
215,2,1627720009
216,2,1627720009
267,2,1627720009
268,2,1627720009
269,2,1627720009
270,2,1627720009
271,1,1627720009
361,1,1627720014
365,1,1627720014
374,1,1627720014
375,1,1627720014
432,1,1627720015
482,1,1627720015
484,1,1627720015
485,1,1627720015
490,1,1627720015
498,1,1627720015
510,1,1627720015
521,1,1627720015
1155,2,1627720017
8317,2,1627720091
8328,2,1627720091
262957,2,1627848594
2043004,1,1632811350
2043006,2043004,1632811350
2051240,2043004,1632811376
2120074,1,1628775958
2797504,1,1631169188
2797505,2797504,1631169188
2797506,2797504,1631169188
2797507,2797504,1631169188
2797508,2797504,1631169188
2797509,2797504,1631169188
2858039,1,1633195858
2858049,1,1633195858
2858176,1,1633195859
2858969,1,1633195862
2859115,1,1633195863
2859127,1,1633195863
2859295,1,1633195863
2859362,1,1633195863
2859374,1,1633195863
2859431,1,1633195863
2859439,2858969,1633195863
2859475,2859127,1633195863
2859487,2859115,1633195863
2859696,1,1633195864
2859792,2859295,1633195864
2859804,2859431,1633195864
2859806,2859362,1633195864
2859826,2859374,1633195864
2860080,2859696,1633195865
2861101,2859475,1633195877
2861154,2861101,1633195877
2861155,2861101,1633195877
2861156,2861101,1633195877
2861157,2861101,1633195877
2861278,2859804,1633195878
2861353,2861278,1633195878
2861354,2861278,1633195878
2861355,2861278,1633195878
2861356,2861278,1633195878
2861712,2859806,1633195880
2861932,1,1633195882
2861963,2861932,1633195882
2862061,2860080,1633195883
2862062,2860080,1633195883
2862063,2860080,1633195883
2862064,2860080,1633195883
2862065,2860080,1633195883
2862115,2860080,1633195884
2862974,2859439,1633195895
2862976,2859487,1633195896
2862978,2862976,1633195896
2862979,2862976,1633195896
2862980,2862976,1633195896
2862981,2862976,1633195896
2863045,2861963,1633195900
2863047,2862974,1633195900
2863048,2862974,1633195900
2863050,2862974,1633195900
2863052,2863045,1633195900
2863053,2863045,1633195900
2863054,2863045,1633195900
2863055,2863045,1633195900
2863056,2863047,1633195900
2863057,2863047,1633195900
2863058,2863047,1633195900
2863108,2859792,1633195904
2863114,2863108,1633195904
2863115,2863108,1633195904
2863116,2863108,1633195904
2863117,2863108,1633195904
2864464,2120074,1633196027
2864469,1,1633196027
2864470,2864469,1633196027
2864542,2864464,1633196028
2864543,2864542,1633196028
2865185,2864543,1633196040
2865253,2865185,1633196055
2869695,2860080,1633196659
2872211,1,1633197271
2876898,1,1633198981
2876922,1,1633198981
2876951,2876922,1633198981
2876953,2876898,1633198981
2877085,2876951,1633198983
2877086,2876951,1633198983
2877087,2876951,1633198983
2877088,2876951,1633198983
2877089,2876951,1633198983
2877090,2876951,1633198983
2877693,2876951,1633198989
2877733,1,1633198991
2877756,2877733,1633198991
2877828,1,1633198993
2877849,2877828,1633198993
2878685,2877756,1633199062
2878686,2877756,1633199062
2878687,2878685,1633199062
2878688,2878686,1633199062
2878689,2878685,1633199062
2878690,2878689,1633199062
2878692,2878689,1633199062
2878695,2878690,1633199062
2878711,2878688,1633199063
2878712,2878688,1633199063
2878721,2878687,1633199064
2878732,2878721,1633199064
2878733,2878732,1633199064
2878772,2878692,1633199068
2878775,2878692,1633199068
2878791,2876951,1633199072
2878792,2876951,1633199072
2878948,1,1633199108
2878969,2878948,1633199108
2879050,2878969,1633199109
2879051,2878969,1633199109
2879052,2878969,1633199109
2879053,2878969,1633199109
2879054,2878969,1633199109
2879055,2878969,1633199109
2879740,1,1633199118
2879760,2879740,1633199118
2879829,2878969,1633199119
2879836,1,1633199119
2879863,2879836,1633199120
2880026,2879760,1633199121
2880034,2880026,1633199121
2880035,2880026,1633199121
2880036,2880026,1633199121
2880037,2880026,1633199121
2881782,1,1633199244
2881802,2881782,1633199244
2881829,1,1633199244
2881853,2881829,1633199244
2881936,2881802,1633199245
2881937,2881802,1633199245
2881938,2881802,1633199245
2881939,2881802,1633199245
2881940,2881802,1633199245
2882752,2881802,1633199251
2883260,1,1633199352
2883280,2883260,1633199352
2883361,2883280,1633199354
2883362,2883280,1633199354
2883363,2883280,1633199354
2883364,2883280,1633199354
2883365,2883280,1633199354
2883366,2883280,1633199354
2884033,1,1633199359
2884060,2884033,1633199359
2884067,2883280,1633199359
2884615,1,1633199364
2884635,2884615,1633199364
2884803,2884060,1633199368
2885389,2884803,1633199369
2885390,2884803,1633199369
2885395,2885390,1633199369
2885396,2885390,1633199369
2885542,1,1633199406
2885564,2885542,1633199406
2885641,2885564,1633199407
2885642,2885564,1633199407
2885643,2885564,1633199407
2885644,2885564,1633199407
2885645,2885564,1633199407
2885646,2885564,1633199407
2886340,1,1633199417
2886361,2886340,1633199417
2886388,2885564,1633199419
2887205,1,1633199488
2887226,2887205,1633199488
2887314,2887226,1633199489
2887315,2887226,1633199489
2887316,2887226,1633199489
2887317,2887226,1633199489
2887318,2887226,1633199489
2887319,2887226,1633199489
2888030,1,1633199499
2888050,2888030,1633199499
2888075,2887226,1633199499
2888822,1,1633199533
2888844,2888822,1633199533
2889627,1,1633199555
2889648,2889627,1633199556
2889726,2889648,1633199556
2889727,2889648,1633199556
2889728,2889648,1633199556
2889729,2889648,1633199556
2889730,2889648,1633199556
2889731,2889648,1633199556
2890438,1,1633199566
2890459,2890438,1633199566
2890486,2889648,1633199569
2891355,2881802,1633199671
2891902,1,1633199755
2891924,2891902,1633199755
2891973,1,1633199755
2892001,2891973,1633199756
2892118,2892001,1633199757
2892119,2892001,1633199757
2892120,2892001,1633199757
2892121,2892001,1633199757
2892122,2892001,1633199757
2892894,2892001,1633199795
2893048,1,1633199832
2893071,2893048,1633199832
2893154,2893071,1633199833
2893155,2893071,1633199833
2893156,2893071,1633199833
2893157,2893071,1633199833
2893158,2893071,1633199833
2893159,2893071,1633199833
2893819,2893071,1633199839
2893862,1,1633199841
2893884,2893862,1633199841
2893961,1,1633199843
2893984,2893961,1633199843
2894010,2893884,1633199844
2894014,2894010,1633199844
2894015,2894010,1633199844
2894016,2894010,1633199844
2894017,2894010,1633199844
2894872,1,1633199875
