1,0,1632923558
2,0,1632923558
3,2,1632923558
4,2,1632923558
6,2,1632923558
9,2,1632923558
10,2,1632923558
11,2,1632923558
12,2,1632923558
13,2,1632923558
14,2,1632923558
15,2,1632923558
16,2,1632923558
17,2,1632923558
18,2,1632923558
20,2,1632923558
21,2,1632923558
22,2,1632923558
23,2,1632923558
24,2,1632923558
26,2,1632923558
27,2,1632923558
28,2,1632923558
29,2,1632923558
30,2,1632923558
32,2,1632923558
33,2,1632923558
34,2,1632923558
35,2,1632923558
36,2,1632923558
38,2,1632923558
39,2,1632923558
40,2,1632923558
41,2,1632923558
42,2,1632923558
44,2,1632923558
45,2,1632923558
46,2,1632923558
47,2,1632923558
48,2,1632923558
50,2,1632923558
51,2,1632923558
52,2,1632923558
53,2,1632923558
54,2,1632923558
56,2,1632923558
57,2,1632923558
58,2,1632923558
59,2,1632923558
60,2,1632923558
61,2,1632923558
62,2,1632923558
63,2,1632923558
64,2,1632923558
65,2,1632923558
66,2,1632923558
113,2,1632923558
114,2,1632923558
115,2,1632923558
124,2,1632923563
125,2,1632923563
126,2,1632923563
127,2,1632923563
128,2,1632923563
129,2,1632923563
131,2,1632923563
132,2,1632923563
134,2,1632923563
135,2,1632923563
138,2,1632923563
143,2,1632923563
152,2,1632923563
155,2,1632923563
170,2,1632923563
222,2,1632923563
223,2,1632923563
224,2,1632923563
226,2,1632923563
257,2,1632923563
258,2,1632923564
282,2,1632923564
306,2,1632923564
328,2,1632923570
331,2,1632923581
338,2,1632923581
339,2,1632923581
340,2,1632923581
343,2,1632923581
345,2,1632923581
390,2,1632923582
392,2,1632923582
394,2,1632923582
399,2,1632923583
400,2,1632923583
451,1,1632923583
478,2,1632923583
484,1,1632923583
488,2,1632923583
498,2,1632923583
499,2,1632923583
501,2,1632923584
530,2,1632923584
538,2,1632923584
539,2,1632923584
540,2,1632923584
543,2,1632923584
544,2,1632923584
576,2,1632923584
583,2,1632923584
585,2,1632923584
646,2,1632923584
647,2,1632923584
697,2,1632923584
802,2,1632923585
803,2,1632923585
861,1,1632923585
862,1,1632923585
869,1,1632923585
870,1,1632923585
874,1,1632923585
876,1,1632923585
877,1,1632923585
881,1,1632923585
882,1,1632923585
889,1,1632923585
894,1,1632923585
900,1,1632923585
905,1,1632923585
911,1,1632923585
918,1,1632923585
919,1,1632923585
923,1,1632923585
924,1,1632923585
925,1,1632923585
926,1,1632923585
928,1,1632923585
929,1,1632923585
934,874,1632923585
1020,1,1632923585
1025,1,1632923585
1033,1,1632923585
1038,1,1632923585
1047,2,1632923585
1051,2,1632923585
1052,2,1632923585
1053,2,1632923585
1062,2,1632923585
1067,1,1632923585
1096,1,1632923585
1097,1096,1632923585
1098,1096,1632923585
1099,1096,1632923585
1100,1096,1632923585
1101,1096,1632923585
1102,1096,1632923585
1103,1096,1632923585
1104,1096,1632923585
1135,1,1632923585
1136,1,1632923585
1198,2,1632923586
1220,1,1632923586
1386,1,1632923586
1387,1386,1632923586
1425,1,1632923586
1805,1,1632923593
1809,1,1632923593
1826,2,1632923593
1829,2,1632923593
2642,1067,1632923599
2663,1,1632923603
2664,2663,1632923603
2671,2663,1632923603
2674,1,1632923603
2680,2663,1632923603
2682,2,1632923603
2684,2642,1632923603
2687,2684,1632923603
2723,2663,1632923603
2732,2663,1632923603
2746,2732,1632923604
2747,2663,1632923604
2754,2746,1632923604
2768,2663,1632923604
2773,2663,1632923604
2788,2747,1632923604
2808,2663,1632923604
2810,2663,1632923604
2819,2663,1632923604
2825,2663,1632923604
2830,2663,1632923604
2835,2663,1632923604
2849,2663,1632923604
2855,2663,1632923604
2867,2663,1632923605
2872,2663,1632923605
2877,2663,1632923605
2881,2663,1632923605
2885,2663,1632923605
2893,2768,1632923605
2899,2663,1632923605
2901,2663,1632923605
2920,2663,1632923605
2921,2663,1632923605
2922,2663,1632923605
2924,2663,1632923605
2926,2663,1632923605
2928,2663,1632923605
2930,2663,1632923605
2931,2663,1632923605
2932,2663,1632923605
2934,2663,1632923605
2936,2663,1632923605
2937,2663,1632923605
2938,2663,1632923605
2940,2663,1632923605
